,PL560F~1,
Wavenumbers [1/cm],Intensity,
161.800,3112.1099,
158.890,3008.4691,
155.979,2772.7521,
153.068,2544.6108,
150.158,2316.1296,
147.247,2031.8205,
144.337,1657.3373,
141.426,1285.7147,
138.516,960.24611,
135.605,700.93279,
132.694,479.79845,
129.784,302.57013,
126.873,200.30656,
123.963,131.12904,
121.052,86.284613,
118.141,65.581455,
115.231,54.130874,
112.320,49.5,
109.410,45.954763,
106.499,27.438727,
103.589,28.54229,
100.678,28.968918,
97.767,19.726729,
94.857,19.5,
91.946,22.321776,
89.036,24.129144,
86.125,9.2358332,
83.215,7.6236814,
80.304,9.0211346,
77.393,7.6047948,
74.483,16.671889,
71.572,17.514127,
68.662,10.984872,
65.751,15.93003,
62.840,19.426808,
59.930,19.065279,
57.019,9.8992136,
54.109,13.277287,
51.198,15.896781,
48.288,14.437713,
45.377,6.7005544,
42.466,7.2099741,
39.556,12.384881,
36.645,11.682691,
33.735,10.980752,
30.824,10.720887,
27.914,11.422062,
25.003,10.877363,
22.092,12.437427,
19.182,16.82036,
16.271,26.613222,
13.361,124.48513,
10.450,291.11939,
7.539,509.6921,
4.629,635.68755,
1.718,628.01602,
-1.192,391.68402,
-4.103,187.70653,
-7.013,53.002344,
-9.924,1.5,
