,PL33C7~1,
Wavenumbers [1/cm],Intensity,
752.648,1303.2268,
749.737,1342.1397,
746.826,1338.243,
743.916,1302.2824,
741.005,1284.3307,
738.095,1227.4993,
735.184,1185.7121,
732.274,1132.8336,
729.363,1140.115,
726.452,1227.843,
723.542,1250.506,
720.631,1270.8635,
717.721,1315.7035,
714.810,1343.608,
711.899,1337.6114,
708.989,1319.859,
706.078,1311.737,
703.168,1332.2172,
700.257,1323.2334,
697.347,1295.8363,
694.436,1318.732,
691.525,1354.9032,
688.615,1333.8201,
685.704,1327.974,
682.794,1335.4948,
679.883,1312.2907,
676.973,1324.3112,
674.062,1336.3212,
671.151,1331.6684,
668.241,1324.468,
665.330,1343.2416,
662.420,1353.6251,
659.509,1357.6548,
656.598,1363.943,
653.688,1356.4874,
650.777,1309.182,
647.867,1321.9233,
644.956,1324.1308,
642.046,1290.1675,
639.135,1259.0995,
636.224,1320.742,
633.314,1319.1542,
630.403,1346.5369,
627.493,1371.127,
624.582,1380.4563,
621.672,1383.6243,
618.761,1357.9121,
615.850,1376.7484,
612.940,1399.0915,
610.029,1392.5163,
607.119,1349.0866,
604.208,1369.6005,
601.297,1384.7352,
598.387,1388.6035,
595.476,1388.7212,
592.566,1420.2039,
589.655,1397.8907,
586.745,1368.863,
583.834,1347.2367,
580.923,1334.6789,
578.013,1322.9079,
575.102,1339.252,
572.192,1370.1851,
569.281,1393.423,
566.371,1358.2049,
563.460,1361.8047,
560.549,1381.3175,
557.639,1398.4814,
554.728,1395.6806,
551.818,1362.9073,
548.907,1367.9383,
545.996,1382.3594,
543.086,1396.273,
540.175,1412.6246,
537.265,1457.2068,
534.354,1465.7229,
531.444,1456.0781,
528.533,1451.4741,
525.622,1447.5944,
522.712,1460.7053,
519.801,1468.6044,
516.891,1465.6545,
513.980,1460.2344,
511.070,1487.9239,
508.159,1528.8816,
505.248,1560.2493,
502.338,1558.863,
499.427,1562.7221,
496.517,1588.6389,
493.606,1608.0865,
490.695,1609.9268,
487.785,1618.3945,
484.874,1631.382,
481.964,1641.9028,
479.053,1651.9787,
476.143,1669.6419,
473.232,1616.7947,
470.321,1616.6728,
467.411,1624.5674,
464.500,1583.4482,
461.590,1611.0148,
458.679,1607.1938,
455.769,1600.9006,
452.858,1611.4881,
449.947,1647.3929,
447.037,1648.6824,
444.126,1654.3621,
441.216,1669.824,
438.305,1664.4905,
435.395,1676.8627,
432.484,1696.2526,
429.573,1718.8976,
426.663,1740.9416,
423.752,1677.1926,
420.842,1565.6332,
417.931,1462.2252,
415.020,1446.2996,
412.110,1515.2532,
409.199,1577.9138,
406.289,1629.7869,
403.378,1669.832,
