,PLF924~1,
Raman shift [1/cm],Intensity,
1069.901,1178.7247,
1066.990,1190.5583,
1064.079,1200.4301,
1061.169,1227.9263,
1058.258,1236.1909,
1055.348,1227.68,
1052.437,1249.5447,
1049.527,1274.0544,
1046.616,1259.2843,
1043.705,1255.3127,
1040.795,1283.3577,
1037.884,1316.8201,
1034.974,1323.942,
1032.063,1311.2018,
1029.153,1322.7289,
1026.242,1323.5938,
1023.331,1316.1255,
1020.421,1329.9612,
1017.510,1340.5469,
1014.600,1374.076,
1011.689,1410.7788,
1008.778,1401.7038,
1005.868,1419.9339,
1002.957,1454.3481,
1000.047,1522.961,
997.136,1560.1335,
994.226,1583.4556,
991.315,1603.974,
988.404,1598.1682,
985.494,1528.4524,
982.583,1520.7434,
979.673,1502.7971,
976.762,1518.9349,
973.852,1538.1611,
970.941,1524.2494,
968.030,1491.8969,
965.120,1555.6859,
962.209,1570.1791,
959.299,1536.5043,
956.388,1508.7458,
953.477,1517.9433,
950.567,1544.5793,
947.656,1542.8505,
944.746,1552.1956,
941.835,1563.1526,
938.925,1568.2572,
936.014,1566.59,
933.103,1547.7358,
930.193,1508.2376,
927.282,1466.5333,
924.372,1464.8421,
921.461,1439.5874,
918.551,1453.2814,
915.640,1454.752,
912.729,1422.0123,
909.819,1387.069,
906.908,1382.8569,
903.998,1391.374,
901.087,1397.444,
898.176,1405.8285,
895.266,1436.1125,
892.355,1487.0962,
889.445,1489.614,
886.534,1486.2855,
883.624,1505.81,
880.713,1531.446,
877.802,1541.0667,
874.892,1529.7058,
871.981,1525.1713,
869.071,1505.9568,
866.160,1528.8435,
863.250,1514.9391,
860.339,1495.5627,
857.428,1501.0945,
854.518,1494.9861,
851.607,1507.4671,
848.697,1447.0336,
845.786,1422.2578,
842.875,1446.9475,
839.965,1478.5422,
837.054,1441.5413,
834.144,1434.0825,
831.233,1447.9572,
828.323,1431.391,
825.412,1393.4245,
822.501,1366.5186,
819.591,1371.477,
816.680,1372.4263,
813.770,1359.4684,
810.859,1338.539,
807.949,1317.3884,
805.038,1305.417,
802.127,1320.2333,
799.217,1314.9165,
796.306,1312.625,
793.396,1307.9532,
790.485,1298.7298,
787.574,1292.2789,
784.664,1309.5012,
781.753,1332.7545,
778.843,1332.3333,
775.932,1320.3905,
773.022,1317.4982,
770.111,1316.6806,
767.200,1296.8309,
