,PLB712~1,
Wavenumbers [1/cm],Intensity,
391.736,7614.0991,
388.825,7703.0984,
385.915,7693.593,
383.004,7682.238,
380.094,7736.5496,
377.183,7820.8269,
374.272,7921.8676,
371.362,7996.0798,
368.451,8018.7089,
365.541,8042.7261,
362.630,8081.4782,
359.719,8113.2814,
356.809,8127.153,
353.898,8158.6025,
350.988,8167.7925,
348.077,8164.1843,
345.167,8154.6663,
342.256,8162.884,
339.345,8163.6557,
336.435,8167.5243,
333.524,8182.3304,
330.614,8216.6076,
327.703,8265.242,
324.793,8311.3039,
321.882,8340.36,
318.971,8385.71,
316.061,8473.5205,
313.150,8579.0428,
310.240,8674.7757,
307.329,8778.2992,
304.418,8810.9547,
301.508,8782.1638,
298.597,8706.6413,
295.687,8737.4982,
292.776,8769.8334,
289.866,8815.1605,
286.955,8933.3566,
284.044,8991.3625,
281.134,9083.0127,
278.223,9207.9503,
275.313,9274.2673,
272.402,9277.2128,
269.492,9239.149,
266.581,9176.6148,
263.670,9209.6979,
260.760,9329.9953,
257.849,9496.6899,
254.939,9683.83,
252.028,9689.1454,
249.117,9722.2279,
246.207,9760.8182,
243.296,9763.0143,
240.386,9807.6534,
237.475,9880.8101,
234.565,9964.5063,
231.654,9991.5305,
228.743,9973.6599,
225.833,9975.1536,
222.922,10017.401,
220.012,9999.1868,
217.101,10018.767,
214.191,10073.007,
211.280,10165.395,
208.369,10150.72,
205.459,10120.287,
202.548,10092.882,
199.638,10108.121,
196.727,10175.21,
193.816,10200.576,
190.906,10152.18,
187.995,10207.206,
185.085,10258.877,
182.174,10303.085,
179.264,10331.996,
176.353,10380.105,
173.442,10409.601,
170.532,10400.785,
167.621,10259.473,
164.711,10085.128,
161.800,9802.7488,
158.890,9335.6456,
155.979,8846.2765,
153.068,8237.7334,
150.158,7478.159,
147.247,6431.3846,
144.337,5374.0591,
141.426,4290.0982,
138.516,3168.1634,
135.605,2299.3476,
132.694,1573.2926,
129.784,1003.673,
126.873,682.57969,
123.963,474.98247,
121.052,329.57253,
118.141,234.62357,
115.231,183.08893,
112.320,147.42274,
109.410,122.75028,
106.499,99.249154,
103.589,89.20771,
100.678,82.533783,
97.767,75.424407,
94.857,68.32011,
91.946,64.040667,
89.036,61.346817,
86.125,55.673175,
83.215,52.657239,
80.304,48.61624,
77.393,40.826371,
74.483,46.146215,
71.572,45.264127,
68.662,38.665605,
65.751,42.904311,
62.840,39.914682,
59.930,34.688141,
57.019,32.572895,
54.109,27.472713,
51.198,25.456437,
48.288,28.2047,
45.377,22.577676,
42.466,21.898877,
39.556,23.559289,
36.645,19.346147,
33.735,18.769248,
30.824,17.482904,
27.914,11.873502,
25.003,17.476375,
22.092,18.020954,
19.182,11.021171,
16.271,4.02627,
13.361,-56.068285,
10.450,-209.02727,
7.539,-640.58617,
4.629,-1127.0856,
1.718,-1422.3714,
-1.192,-1241.8109,
-4.103,-808.5731,
-7.013,-378.96987,
-9.924,-1.75,
